song,artist,id
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,645
Rudolph The Red-Nosed Reindeer,Gene Autry,646
Santa Tell Me,Ariana Grande,647
Happy Holiday / The Holiday Season,Andy Williams,648
Christmas (Baby Please Come Home),Darlene Love,649
White Christmas,Bing Crosby,650
(There's No Place Like) Home For The Holidays,Perry Como,651
It's Beginning To Look A Lot Like Christmas,Michael Buble,652
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,653
Wonderful Christmastime,Paul McCartney,654
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,655
Blue Christmas,Elvis Presley,656
Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,657
This Christmas,Donny Hathaway,658
Deck The Halls,Nat King Cole,659
Please Come Home For Christmas,Eagles,660
Santa Claus Is Comin' To Town,Jackson 5,661
Little Saint Nick,The Beach Boys,662
Have Yourself A Merry Little Christmas,Michael Buble,663
I'll Be Home For Christmas,Bing Crosby,664
Hallelujah,Carrie Underwood & John Legend,665
Gnat,Eminem,666
Rockin' Around The Christmas Tree,Justin Bieber,667
Favorite Time Of Year,Carrie Underwood,668
Under The Mistletoe,Kelly Clarkson & Brett Eldredge,669
Champagne Problems,Taylor Swift,670
The First Noel,Gabby Barrett,671
Tequila Shots,Kid Cudi,672
'Tis The Damn Season,Taylor Swift,673
Silent Night,Carrie Underwood,674
"No Body, No Crime",Taylor Swift Featuring HAIM,675
Gold Rush,Taylor Swift,676
Tolerate It,Taylor Swift,677
She Knows This,Kid Cudi,678
Happiness,Taylor Swift,679
Show Out,"Kid Cudi, Skepta & Pop Smoke",680
Evermore,Taylor Swift Featuring Bon Iver,681
Ivy,Taylor Swift,682
Coney Island,Taylor Swift Featuring The National,683
Another Day,Kid Cudi,684
Dorothea,Taylor Swift,685
Long Story Short,Taylor Swift,686
Cowboy Like Me,Taylor Swift,687
Marjorie,Taylor Swift,688
Mr. Solo Dolo III,Kid Cudi,689
Dive,Kid Cudi,690
Closure,Taylor Swift,691
Heaven On Earth,Kid Cudi,692
Sad People,Kid Cudi,693
Damaged,Kid Cudi,694
Errbody,Lil Baby,695
Beautiful Trip,Kid Cudi,696
Real Shit,Juice WRLD x benny blanco,697
Dicked Down In Dallas,Trey Lewis,698
Oh Santa!,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,699
Don't Stop,Megan Thee Stallion Featuring Young Thug,700
Life Goes On,BTS,701
Martin & Gina,Polo G,702
Heather,Conan Gray,703
Practice,DaBaby,704
Te Mudaste,Bad Bunny,705
Be Like That,Kane Brown With Swae Lee & Khalid,706
ily,Surf Mesa Featuring Emilee,707
Said Sum,Moneybagg Yo,708
Yo Visto Asi,Bad Bunny,709
Haciendo Que Me Amas,Bad Bunny,710
Te Deseo Lo Mejor,Bad Bunny,711
Booker T,Bad Bunny,712
El Mundo Es Mio,Bad Bunny,713
Hoy Cobre,Bad Bunny,714
Maldita Pobreza,Bad Bunny,715
La Droga,Bad Bunny,716
Blue & Grey,BTS,717
Stay,BTS,718
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,719
One Of Them Girls,Lee Brice,720
Come & Go,Juice WRLD x Marshmello,721
Fly To My Room,BTS,722
Telepathy,BTS,723
Dis-ease,BTS,724
Franchise,Travis Scott Featuring Young Thug & M.I.A.,725
Girls In The Hood,Megan Thee Stallion,726
Shots Fired,Megan Thee Stallion,727
Pain Away,Meek Mill Featuring Lil Durk,728
U 2 Luv,Ne-Yo & Jeremih,729
Wishing Well,Juice WRLD,730
Do It On The Tip,Megan Thee Stallion Featuring City Girls & Hot Girl Meg,731
Circles,Megan Thee Stallion,732
Popstar,DJ Khaled Featuring Drake,733
Got What I Got,Jason Aldean,734
Stripes Like Burberry,Future & Lil Uzi Vert,735
Adore You,Harry Styles,736
That's It,Future & Lil Uzi Vert,737
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,738
Real Baby Pluto,Future & Lil Uzi Vert,739
Iris,Phoebe & Maggie,740
Mood Swings,Pop Smoke Featuring Lil Tjay,741
Marni On Me,Future & Lil Uzi Vert,742
Million Dollar Play,Future & Lil Uzi Vert,743
Sleeping On The Floor,Future & Lil Uzi Vert,744
Blind,DaBaby Featuring Young Thug,745
Plastic,Future & Lil Uzi Vert,746
24,Money Man Featuring Lil Baby,747
Runnin,21 Savage & Metro Boomin,748
Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",749
La Toxica,Farruko,750
Tap In,Saweetie,751
Rockstar Chainz,Future,752
Bought A Bad Bitch,Future & Lil Uzi Vert,753
What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",754
Rags2Riches,Rod Wave Featuring ATR Son Son,755
Roses,SAINt JHN,756
Lovin' On You,Luke Combs,757
Don't Need Friends,NAV Featuring Lil Baby,758
The Code,King Von Featuring Polo G,759
Tragic,The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,760
All These N**gas,King Von Featuring Lil Durk,761
Motive,Ariana Grande Featuring Doja Cat,762
Crazy Story 2.0,King Von Featuring Lil Durk,763
Always Do,The Kid LAROI,764
Young Wheezy,NAV With Gunna,765
Off The Table,Ariana Grande Featuring The Weeknd,766
Just Like Magic,Ariana Grande,767
"F*ck You, Goodbye",The Kid LAROI Featuring Machine Gun Kelly,768
Shut Up,Ariana Grande,769
Thriller,Michael Jackson,770
Nasty,Ariana Grande,771
Break My Heart,Dua Lipa,772
Safety Net,Ariana Grande Featuring Ty Dolla $ign,773
Six Thirty,Ariana Grande,774
My Hair,Ariana Grande,775
Obvious,Ariana Grande,776
West Side,Ariana Grande,777
Love Language,Ariana Grande,778
Weeeeee,Trippie Redd,779
Thick,DJ Chose Featuring BeatKing,780
Circles,Post Malone,781
Dreams,Fleetwood Mac,782
Don't Start Now,Dua Lipa,783
Spicy,Ty Dolla $ign Featuring Post Malone,784
The Other Guy,Luke Combs,785
Without You,Luke Combs Featuring Amanda Shires,786
The Bigger Picture,Lil Baby,787
Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,788
Greece,DJ Khaled Featuring Drake,789
Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",790
Do It,Chloe X Halle,791
Cardigan,Taylor Swift,792
Forget Me Too,Machine Gun Kelly & Halsey,793
Head & Heart,Joel Corry X MNEK,794
"Wine, Beer, Whiskey",Little Big Town,795
Hate The Way,G-Eazy Featuring blackbear,796
OK Not To Be OK,Marshmello & Demi Lovato,797
Canceled,Larray,798
Glock In My Lap,21 Savage & Metro Boomin,799
Ice Cream,BLACKPINK X Selena Gomez,800
Smile,Juice WRLD & The Weeknd,801
Breaking Me,Topic & A7S,802
3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,803
I Called Mama,Tim McGraw,804
Bloody Valentine,Machine Gun Kelly,805
La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,806
Caramelo,Ozuna x Karol G x Myke Towers,807
Pardon,T.I. Featuring Lil Baby,808
Dollaz On My Head,Gunna Featuring Young Thug,809
If The World Was Ending,JP Saxe Featuring Julia Michaels,810
"Baby, I'm Jealous",Bebe Rexha Featuring Doja Cat,811
Cool Again,Kane Brown,812
Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,813
Slidin,21 Savage & Metro Boomin,814
Many Men,21 Savage & Metro Boomin,815
Sofia,Clairo,816
Fallin',Why Don't We,817
Outta Time,Bryson Tiller Featuring Drake,818
My Dawg,21 Savage & Metro Boomin,819
Brand New Draco,21 Savage & Metro Boomin,820
Lovesick Girls,BLACKPINK,821
Snitches & Rats,21 Savage & Metro Boomin Featuring Young Nudy,822
Rain On Me,Lady Gaga & Ariana Grande,823
No Opp Left Behind,21 Savage & Metro Boomin,824
Steppin On N*ggas,21 Savage & Metro Boomin,825
RIP Luv,21 Savage & Metro Boomin,826
Always Forever,Bryson Tiller,827
Years Go By,Bryson Tiller,828
Said N Done,21 Savage & Metro Boomin,829
Life Is Good,Future Featuring Drake,830
Chasin' You,Morgan Wallen,831
Die From A Broken Heart,Maddie & Tae,832
We Paid,Lil Baby & 42 Dugg,833
Like That,Doja Cat Featuring Gucci Mane,834
Over Now,Calvin Harris X The Weeknd,835
Nobody's Love,Maroon 5,836
Better,Zayn,837
Drunk Face,Machine Gun Kelly,838
"Ay, Dios Mio!",Karol G,839
Money Over Fallouts,Tory Lanez,840
Moral Of The Story,Ashe Featuring Niall Horan,841
Say So,Doja Cat Featuring Nicki Minaj,842
Savage,Megan Thee Stallion,843
Blueberry Faygo,Lil Mosey,844
Dolly,Lil Tecca & Lil Uzi Vert,845
My Window,YoungBoy Never Broke Again Featuring Lil Wayne,846
When You Down,Lil Tecca & Polo G Featuring Lil Durk,847
Me Gusta,Anitta Featuring Cardi B & Myke Towers,848
Wet. (She Got That...) ,YFN Lucci,849
Lonely If You Are,Chase Rice,850
Drug Addiction,YoungBoy Never Broke Again,851
Wolves,Big Sean Featuring Post Malone,852
The Bones,Maren Morris,853
One Margarita,Luke Bryan,854
Gone Too Soon,Andrew Jannakos,855
All In,YoungBoy Never Broke Again,856
Dead Trollz,YoungBoy Never Broke Again,857
Cross Roads,YoungBoy Never Broke Again,858
The Last Backyard...,YoungBoy Never Broke Again,859
Right Foot Creep,YoungBoy Never Broke Again,860
One Night Standards,Ashley McBryde,861
Lets Link,WhoHeem,862
Dirty Stick,YoungBoy Never Broke Again,863
Got It On Me,Pop Smoke,864
Death Bed,Powfu Featuring beabadoobee,865
Intentions,Justin Bieber Featuring Quavo,866
Party Girl,StaySolidRocky,867
The Voice,Lil Durk,868
Lithuania,Big Sean Featuring Travis Scott,869
Deep Reverence,Big Sean Featuring Nipsey Hussle,870
Why We Drink,Justin Moore,871
After Party,Don Toliver,872
Body Language,Big Sean Featuring Ty Dolla $ign & Jhene Aiko,873
Why Would I Stop?,Big Sean,874
Need It,Migos Featuring YoungBoy Never Broke Again,875
Stuck With U,Ariana Grande & Justin Bieber,876
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",877
I Love My Country,Florida Georgia Line,878
God Whispered Your Name,Keith Urban,879
Blastoff,Internet Money Featuring Juice WRLD & Trippie Redd,880
Expensive,Ty Dolla $ign Featuring Nicki Minaj,881
The 1,Taylor Swift,882
Done,Chris Janson,883
Girl Of My Dreams,Rod Wave,884
The Box,Roddy Ricch,885
The Plan,Travis Scott,886
Spicy,Nas Featuring Fivio Foreign & A$AP Ferg,887
Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,888
Exile,Taylor Swift Featuring Bon Iver,889
B*tch From da Souf,Mulatto,890
21,Polo G,891
Emotionally Scarred,Lil Baby,892
Bluebird,Miranda Lambert,893
Toosie Slide,Drake,894
Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",895
Conversations,Juice WRLD,896
Righteous,Juice WRLD,897
Past Life,Trevor Daniel x Selena Gomez,898
Something Special,Pop Smoke,899
Hard To Forget,Sam Hunt,900
Supalonely,BENEE Featuring Gus Dapperton,901
Letter From Houston,Rod Wave,902
One Big Country Song,LOCASH,903
Don't Rush,Young T & Bugsey Featuring Headie One,904
Freestyle,Rod Wave,905
Life's A Mess,Juice WRLD X Halsey,906
Move Ya Hips,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,907
Be Kind,Marshmello & Halsey,908
Falling,Trevor Daniel,909
Walk Em Down,NLE Choppa Featuring Roddy Ricch,910
The Last Great American Dynasty,Taylor Swift,911
My Tears Ricochet,Taylor Swift,912
August,Taylor Swift,913
Invisible String,Taylor Swift,914
Betty,Taylor Swift,915
No Dribble,DaBaby x Stunna 4 Vegas,916
Mirrorball,Taylor Swift,917
Blood On My Jeans,Juice WRLD,918
Lion King On Ice,J. Cole,919
Seven,Taylor Swift,920
This Is Me Trying,Taylor Swift,921
Illicit Affairs,Taylor Swift,922
Mad Woman,Taylor Swift,923
The Climb Back,J. Cole,924
Epiphany,Taylor Swift,925
Peace,Taylor Swift,926
Hoax,Taylor Swift,927
Go!,Kid LAROI & Juice WRLD,928
Perfect,Logic,929
Sunday Best,Surfaces,930
Titanic,Juice WRLD,931
Stay High,Juice WRLD,932
Bad Energy,Juice WRLD,933
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",934
Tell Me U Luv Me,Juice WRLD & Trippie Redd,935
Up Up And Away,Juice WRLD,936
Fighting Demons,Juice WRLD,937
Does To Me,Luke Combs Featuring Eric Church,938
Man Of The Year,Juice WRLD,939
Can't Die,Juice WRLD,940
Chicago Freestyle,Drake Featuring Giveon,941
Flex,Polo G Featuring Juice WRLD,942
Screw Juice,Juice WRLD,943
Enjoy Yourself,Pop Smoke Featuring Karol G,944
The Adventures Of Moon Man & Slim Shady,Kid Cudi & Eminem,945
I Want It,Juice WRLD,946
Gangstas,Pop Smoke,947
Let It Go,Summer Walker,948
My Affection,Summer Walker & PARTYNEXTDOOR,949
Aim For The Moon,Pop Smoke Featuring Quavo,950
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,951
Here And Now,Kenny Chesney,952
44 Bulldog,Pop Smoke,953
Gooba,6ix9ine,954
Dior,Pop Smoke,955
High Fashion,Roddy Ricch Featuring Mustard,956
Yea Yea,Pop Smoke,957
Make It Rain,Pop Smoke Featuring Rowdy Rebel,958
Snitchin,Pop Smoke Featuring Quavo & Future,959
Bad Bitch From Tokyo (Intro),Pop Smoke,960
Creature,Pop Smoke Featuring Swae Lee,961
West Coast Shit,Pop Smoke Featuring Tyga & Quavo,962
P*$$y Fairy (OTW),Jhene Aiko,963
Wash Us In The Blood,Kanye West Featuring Travis Scott,964
Diana,Pop Smoke Featuring King Combs,965
Tunnel Vision (Outro),Pop Smoke,966
Trollz,6ix9ine & Nicki Minaj,967
After A Few,Travis Denning,968
How You Like That,BLACKPINK,969
Yo Perreo Sola,Bad Bunny,970
In Between,Scotty McCreery,971
YaYa,6ix9ine,972
Memories,Maroon 5,973
Nobody But You,Blake Shelton Duet With Gwen Stefani,974
Hot Girl Bummer,blackbear,975
Black Parade,Beyonce,976
Know My Rights,6LACK Featuring Lil Baby,977
Daisies,Katy Perry,978
Grace,Lil Baby & 42 Dugg,979
Believe It,PARTYNEXTDOOR & Rihanna,980
In Your Eyes,The Weeknd,981
Stick That In Your Country Song,Eric Church,982
My Truck,Breland,983
X,Jonas Brothers Featuring Karol G,984
Shotta Flow 5,NLE Choppa,985
I Hope You're Happy Now,Carly Pearce & Lee Brice,986
Everything I Wanted,Billie Eilish,987
Snow On Tha Bluff,J. Cole,988
Bleed,A Boogie Wit da Hoodie,989
Tommy Lee,Tyla Yaweh & Post Malone,990
Level Of Concern,twenty one pilots,991
One Shot,YoungBoy Never Broke Again Featuring Lil Baby,992
Need Me,J.I The Prince Of N.Y,993
All In,Lil Baby,994
July,Noah Cyrus & Leon Bridges,995
Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,996
Ride It.,Regard,997
Otherside Of America,Meek Mill,998
Drinking Alone,Carrie Underwood,999
Deep End Freestyle,Sleepy Hallow,1000
The Man Who Loves You The Most,Zac Brown Band,1001
My Oh My,Camila Cabello Featuring DaBaby,1002
Dance Monkey,Tones And I,1003
Out West,JACKBOYS Featuring Young Thug,1004
Sour Candy,Lady Gaga & BLACKPINK,1005
Turks,"NAV, Gunna & Travis Scott",1006
Cooler Than A Bitch,Gunna Featuring Roddy Ricch,1007
That Way,Lil Uzi Vert,1008
Hard Days,Brantley Gilbert,1009
Catch,Brett Young,1010
Trillionaire,Future Featuring YoungBoy Never Broke Again,1011
Worldwide Beautiful,Kane Brown,1012
Stupid Love,Lady Gaga,1013
TKN,Rosalia & Travis Scott,1014
Godzilla,Eminem Featuring Juice WRLD,1015
T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",1016
Alice,Lady Gaga,1017
Hasta Que Dios Diga,Anuel AA & Bad Bunny,1018
Lose Somebody,Kygo & OneRepublic,1019
Sigues Con El,Arcangel x Sech,1020
Solitaires,Future Featuring Travis Scott,1021
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,1022
Sum 2 Prove,Lil Baby,1023
Top Floor,Gunna Featuring Travis Scott,1024
Wunna,Gunna,1025
Blindfold,Gunna Featuring Lil Baby,1026
SkyBox,Gunna,1027
Argentina,Gunna,1028
Met Gala,Gunna,1029
Daechwita,Agust D,1030
Nasty Girl / On Camera,Gunna,1031
MOTW,Gunna,1032
Gimmick,Gunna,1033
Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,1034
Be Something,Polo G Featuring Lil Baby,1035
Feigning,Gunna,1036
Someone You Loved,Lewis Capaldi,1037
Ballin',Mustard & Roddy Ricch,1038
Trapped In The Sun,Future,1039
All Bad,Future Featuring Lil Uzi Vert,1040
Hard To Choose One,Future,1041
Ridin Strikers,Future,1042
Hitek Tek,Future,1043
Too Comfortable,Future,1044
Posted With Demons,Future,1045
Touch The Sky,Future,1046
One Of My,Future,1047
Harlem Shake,Future Featuring Young Thug,1048
Pain 1993,Drake Featuring Playboi Carti,1049
Don't Believe The Hype,Polo G,1050
Beautiful Pain (Losin My Mind),Polo G,1051
33,Polo G,1052
I Know,Polo G,1053
Me Vs Me,Moneybagg Yo,1054
Heart On Ice,Rod Wave,1055
Can I,Kehlani Featuring Tory Lanez,1056
Zoo York,Lil Tjay Featuring Fivio Foreign & Pop Smoke,1057
Toxic,Kehlani,1058
I'm Ready,Sam Smith & Demi Lovato,1059
More Hearts Than Mine,Ingrid Andress,1060
I Love Me,Demi Lovato,1061
D4L,"Future, Drake & Young Thug",1062
Change Your Life,Kehlani Featuring Jhene Aiko,1063
Desires,Drake Featuring Future,1064
Jump,DaBaby Featuring YoungBoy Never Broke Again,1065
Six Feet Apart,Luke Combs,1066
Viral Moment,Lil Durk,1067
Homemade,Jake Owen,1068
Time Flies,Drake,1069
Slow Dance In A Parking Lot,Jordan Davis,1070
You Should Be Sad,Halsey,1071
Demons,Drake Featuring Fivio Foreign & Sosa Geek,1072
Not You Too,Drake Featuring Chris Brown,1073
Deep Pockets,Drake,1074
When To Say When,Drake,1075
Landed,Drake,1076
From Florida With Love,Drake,1077
Losses,Drake,1078
War,Drake,1079
Social Distancing,Lil Baby,1080
Slide,H.E.R. Featuring YG,1081
Low Down,Lil Baby,1082
Humble,Lil Baby,1083
Heatin Up,Lil Baby & Gunna,1084
Come Thru,Summer Walker & Usher,1085
Find My Way,DaBaby,1086
Roxanne,Arizona Zervas,1087
Heartless,The Weeknd,1088
HIGHEST IN THE ROOM,Travis Scott,1089
"10,000 Hours",Dan + Shay & Justin Bieber,1090
Goosebumps,Travis Scott,1091
Sasuke,Lil Uzi Vert,1092
Ain't Easy,YoungBoy Never Broke Again,1093
Diamonds,YoungBoy Never Broke Again,1094
Myron,Lil Uzi Vert,1095
Captain Hook,Megan Thee Stallion,1096
Bout My Business,YoungBoy Never Broke Again Featuring Sherhonda Gaulden,1097
Rough Ryder,YoungBoy Never Broke Again,1098
Underdog,Alicia Keys,1099
NASTY,DaBaby Featuring Ashanti & Megan Thee Stallion,1100
PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",1101
Thug Of Spades,YoungBoy Never Broke Again Featuring DaBaby,1102
Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",1103
@ MEH,Playboi Carti,1104
BOP,DaBaby,1105
PICK UP,DaBaby Featuring Quavo,1106
No Guidance,Chris Brown Featuring Drake,1107
LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,1108
BEST ON EARTH,Russ & BIA,1109
CAN'T STOP,DaBaby,1110
BLAME IT ON BABY,DaBaby,1111
SAD SHIT,DaBaby,1112
Tusa,Karol G & Nicki Minaj,1113
DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,1114
TALK ABOUT IT,DaBaby,1115
CHAMPION,DaBaby,1116
I Dare You,Kelly Clarkson,1117
Broke In A Minute,Tory Lanez,1118
Suicidal,YNW Melly & Juice WRLD,1119
Stupid Again,Tory Lanez,1120
Boyfriend,Selena Gomez,1121
The Other Side,SZA X Justin Timberlake,1122
What She Wants Tonight,Luke Bryan,1123
DND,Polo G,1124
Ridin' Roads,Dustin Lynch,1125
The Man,Taylor Swift,1126
Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",1127
P2,Lil Uzi Vert,1128
Yummy,Justin Bieber,1129
B.I.T.C.H.,Megan Thee Stallion,1130
Boss Bitch,Doja Cat,1131
Homesick,Kane Brown,1132
Fuck The World,Rod Wave,1133
Pray 4 Love,Rod Wave,1134
Thief In The Night,Rod Wave,1135
Tycoon,Future,1136
I Remember,Rod Wave,1137
The Greatest,Rod Wave,1138
Ribbon In The Sky,Rod Wave,1139
Last Time I Say Sorry,Kane Brown & John Legend,1140
After Hours,The Weeknd,1141
Thug Life,Rod Wave,1142
What A Man Gotta Do,Jonas Brothers,1143
No Weakness,Rod Wave,1144
Woah,Lil Baby,1145
Loyal,PARTYNEXTDOOR Featuring Drake,1146
Know Your Worth,Khalid x Disclosure,1147
Physical,Dua Lipa,1148
Make No Sense,YoungBoy Never Broke Again,1149
La Dificil,Bad Bunny,1150
Si Veo A Tu Mama,Bad Bunny,1151
Vete,Bad Bunny,1152
Baby Pluto,Lil Uzi Vert,1153
Into The Unknown,Idina Menzel & AURORA,1154
Alone Again,The Weeknd,1155
Scared To Live,The Weeknd,1156
Hardest To Love,The Weeknd,1157
Too Late,The Weeknd,1158
Snowchild,The Weeknd,1159
Escape From LA,The Weeknd,1160
Faith,The Weeknd,1161
Lose You To Love Me,Selena Gomez,1162
homecoming queen?,Kelsea Ballerini,1163
Repeat After Me (Interlude),The Weeknd,1164
Until I Bleed Out,The Weeknd,1165
To Die For,Sam Smith,1166
Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,1167
Lo Mein,Lil Uzi Vert,1168
Yessirskiii,Lil Uzi Vert & 21 Savage,1169
The Other Girl,Kelsea Ballerini x Halsey,1170
Good As Hell,Lizzo,1171
Lotus,Lil Uzi Vert,1172
Silly Watch,Lil Uzi Vert,1173
Wassup,Lil Uzi Vert Featuring Future,1174
Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,1175
Moon Relate,Lil Uzi Vert,1176
I Can Show You,Lil Uzi Vert,1177
We Back,Jason Aldean,1178
Trap This Way (This Way),Lil Uzi Vert,1179
I Wish Grandpas Never Died,Riley Green,1180
